"","GeneinGenome","GenenotinGO","GennomeinGO","GenomenotinGO","Fisher","FDR"
"GO:0016757",1,304,11,18019,0.182380402563875,1
"GO:0016779",1,304,12,18018,0.195990290530802,1
"GO:0016787",2,303,86,17944,0.659394096551495,1
"GO:0016788",0,305,10,18020,1,1
"GO:0016791",0,305,31,17999,1,1
"GO:0016799",0,305,2,18028,1,1
"GO:0016829",0,305,14,18016,1,1
"GO:0016831",0,305,8,18022,1,1
"GO:0016836",0,305,2,18028,1,1
"GO:0016853",0,305,7,18023,1,1
"GO:0016854",0,305,1,18029,1,1
"GO:0016866",0,305,1,18029,1,1
"GO:0016917",0,305,1,18029,1,1
"GO:0017080",1,304,30,18000,0.40574525777313,1
"GO:0017081",0,305,9,18021,1,1
"GO:0019104",1,304,9,18021,0.154467925211502,1
"GO:0019200",0,305,1,18029,1,1
"GO:0019201",0,305,1,18029,1,1
"GO:0019207",0,305,2,18028,1,1
"GO:0019208",0,305,7,18023,1,1
"GO:0019209",0,305,7,18023,1,1
"GO:0019210",0,305,4,18026,1,1
"GO:0019211",0,305,3,18027,1,1
"GO:0019212",0,305,5,18025,1,1
"GO:0019213",0,305,8,18022,1,1
"GO:0019215",0,305,9,18021,1,1
"GO:0019221",1,304,124,17906,0.726671023588855,1
"GO:0019227",0,305,7,18023,1,1
"GO:0019229",1,304,18,18012,0.273036055143712,1
"GO:0019233",2,303,52,17978,0.226501378197837,1
"GO:0019236",0,305,8,18022,1,1
"GO:0019237",0,305,7,18023,1,1
"GO:0019239",0,305,5,18025,1,1
"GO:0019538",0,305,4,18026,1,1
"GO:0019722",0,305,44,17986,1,1
"GO:0019724",0,305,3,18027,1,1
"GO:0019740",0,305,5,18025,1,1
"GO:0019763",0,305,1,18029,1,1
"GO:0019825",2,303,44,17986,0.177929565569512,1
"GO:0019882",0,305,36,17994,1,1
"GO:0019911",0,305,5,18025,1,1
"GO:0022602",0,305,4,18026,1,1
"GO:0022857",0,305,24,18006,1,1
"GO:0022904",1,304,13,18017,0.209374362214467,1
"GO:0030054",9,296,448,17582,0.575589925732561,1
"GO:0030097",0,305,52,17978,1,1
"GO:0030120",0,305,2,18028,1,1
"GO:0030154",4,301,440,17590,0.25895469032608,1
"GO:0030234",1,304,16,18014,0.248208719152011,1
"GO:0030246",6,299,180,17850,0.13439149341607,1
"GO:0030313",0,305,1,18029,1,1
"GO:0030337",0,305,2,18028,1,1
"GO:0030380",0,305,1,18029,1,1
"GO:0030414",0,305,11,18019,1,1
"GO:0030424",4,301,214,17816,0.786289541143648,1
"GO:0030425",3,302,328,17702,0.384069802670144,1
"GO:0030529",2,303,116,17914,0.724206862742729,1
"GO:0030546",0,305,4,18026,1,1
"GO:0030547",0,305,1,18029,1,1
"GO:0030879",0,305,21,18009,1,1
"GO:0031012",7,298,276,17754,0.242560772547923,1
"GO:0031124",1,304,48,17982,0.560909785261223,1
"GO:0031201",0,305,51,17979,1,1
"GO:0031386",0,305,8,18022,1,1
"GO:0031497",0,305,7,18023,1,1
"GO:0031594",1,304,54,17976,0.603065846739347,1
"GO:0032393",0,305,5,18025,1,1
"GO:0032394",0,305,2,18028,1,1
"GO:0032395",0,305,10,18020,1,1
"GO:0032502",0,305,17,18013,1,1
"GO:0032543",1,304,32,17998,0.425384953772484,1
"GO:0032791",0,305,1,18029,1,1
"GO:0032991",0,305,3,18027,1,1
"GO:0032993",0,305,24,18006,1,1
"GO:0034341",1,304,23,18007,0.331587115854852,1
"GO:0035556",4,301,351,17679,0.671338346175448,1
"GO:0040007",0,305,27,18003,1,1
"GO:0040011",0,305,8,18022,1,1
"GO:0040029",1,304,13,18017,0.209374362214467,1
"GO:0042116",0,305,10,18020,1,1
"GO:0042175",0,305,2,18028,1,1
"GO:0042558",0,305,1,18029,1,1
"GO:0042592",1,304,11,18019,0.182380402563875,1
"GO:0042626",2,303,33,17997,0.114789454347232,1
"GO:0042734",1,304,59,17971,1,1
"GO:0042742",2,303,133,17897,1,1
"GO:0042995",0,305,68,17962,0.631767520825556,1
"GO:0043005",8,297,229,17801,0.0634942395210866,1
"GO:0043025",10,295,301,17729,0.0411002880616778,1
"GO:0043066",14,291,435,17595,0.0229080862892513,1
"GO:0043234",6,299,363,17667,1,1
"GO:0045111",2,303,51,17979,0.220363531237404,1
"GO:0045177",2,303,70,17960,0.337269217393583,1
"GO:0045178",0,305,13,18017,1,1
"GO:0045182",0,305,6,18024,1,1
"GO:0045202",4,301,165,17865,0.367953914099593,1
"GO:0045211",3,302,205,17825,1,1
"GO:0045298",0,305,3,18027,1,1
"GO:0046933",1,304,15,18015,0.235479933726307,1
"GO:0048511",0,305,52,17978,1,1
"GO:0048512",0,305,6,18024,1,1
"GO:0048731",0,305,2,18028,1,1
"GO:0050790",1,304,55,17975,0.609688654001082,1
"GO:0050828",0,305,1,18029,1,1
"GO:0050877",0,305,8,18022,1,1
"GO:0050896",0,305,61,17969,0.628507317653767,1
"GO:0050909",0,305,16,18014,1,1
"GO:0051090",1,304,25,18005,0.353669311456024,1
"GO:0051098",0,305,4,18026,1,1
"GO:0051169",0,305,4,18026,1,1
"GO:0051180",1,304,5,18025,0.0957617730781668,1
"GO:0051726",2,303,111,17919,0.712712661543604,1
"GO:0000229",NA,NA,NA,NA,NA,NA
"GO:0000990",NA,NA,NA,NA,NA,NA
"GO:0000995",NA,NA,NA,NA,NA,NA
"GO:0001007",NA,NA,NA,NA,NA,NA
