"","GeneinGenome","GenenotinGO","GennomeinGO","GenomenotinGO","Fisher","FDR"
"GO:0006521",0,36,51,17979,1,1
"GO:0006605",0,36,34,17996,1,1
"GO:0006629",0,36,126,17904,1,1
"GO:0006631",0,36,48,17982,1,1
"GO:0006633",0,36,40,17990,1,1
"GO:0006635",0,36,40,17990,1,1
"GO:0006636",0,36,15,18015,1,1
"GO:0006637",0,36,17,18013,1,1
"GO:0006644",0,36,48,17982,1,1
"GO:0006766",0,36,7,18023,1,1
"GO:0006778",0,36,2,18028,1,1
"GO:0006790",0,36,16,18014,1,1
"GO:0006796",0,36,17,18013,1,1
"GO:0006807",0,36,9,18021,1,1
"GO:0006809",0,36,13,18017,1,1
"GO:0006810",1,35,288,17742,0.440723899470222,1
"GO:0006811",1,35,104,17926,0.189454128546159,1
"GO:0006812",0,36,22,18008,1,1
"GO:0006817",0,36,7,18023,1,1
"GO:0006820",0,36,14,18016,1,1
"GO:0006839",0,36,13,18017,1,1
"GO:0006865",0,36,33,17997,1,1
"GO:0006869",0,36,68,17962,1,1
"GO:0006874",1,35,88,17942,0.163024830397442,1
"GO:0006886",0,36,205,17825,1,1
"GO:0006887",0,36,71,17959,1,1
"GO:0006897",1,35,130,17900,0.230680503443882,1
"GO:0006898",0,36,148,17882,1,1
"GO:0006907",0,36,4,18026,1,1
"GO:0006909",1,35,45,17985,0.087776206513365,1
"GO:0006915",1,35,525,17505,1,1
"GO:0006928",0,36,85,17945,1,1
"GO:0006936",0,36,104,17926,1,1
"GO:0006950",0,36,57,17973,1,1
"GO:0006955",0,36,341,17689,1,1
"GO:0006956",0,36,51,17979,1,1
"GO:0006968",0,36,60,17970,1,1
"GO:0006996",0,36,14,18016,1,1
"GO:0007005",0,36,69,17961,1,1
"GO:0007010",0,36,155,17875,1,1
"GO:0007028",0,36,4,18026,1,1
"GO:0007041",0,36,12,18018,1,1
"GO:0007049",0,36,196,17834,1,1
"GO:0007059",0,36,64,17966,1,1
"GO:0007067",0,36,237,17793,1,1
"GO:0007126",0,36,24,18006,1,1
"GO:0007154",1,35,28,18002,0.0562468896383826,1
"GO:0007155",2,34,409,17621,0.197202031939255,1
"GO:0007160",0,36,89,17941,1,1
"GO:0007165",2,34,1064,16966,1,1
"GO:0007166",1,35,266,17764,0.415234135248724,1
"GO:0007169",2,34,87,17943,0.0135616466160024,1
"GO:0007178",0,36,12,18018,1,1
"GO:0007186",1,35,867,17163,1,1
"GO:0007249",0,36,59,17971,1,1
"GO:0007254",0,36,46,17984,1,1
"GO:0007259",0,36,30,18000,1,1
"GO:0007263",0,36,19,18011,1,1
"GO:0007267",0,36,248,17782,1,1
"GO:0007268",1,35,235,17795,0.377390964153765,1
"GO:0007269",0,36,50,17980,1,1
"GO:0007270",0,36,6,18024,1,1
"GO:0007274",0,36,26,18004,1,1
"GO:0007276",0,36,17,18013,1,1
"GO:0007283",1,35,369,17661,0.525589101755571,1
"GO:0007292",0,36,16,18014,1,1
"GO:0007379",0,36,7,18023,1,1
"GO:0007389",0,36,28,18002,1,1
"GO:0007398",0,36,13,18017,1,1
"GO:0007399",1,35,275,17755,0.425795426912399,1
"GO:0007492",0,36,20,18010,1,1
"GO:0007498",0,36,32,17998,1,1
"GO:0007507",3,33,170,17860,0.00488594731666367,1
"GO:0007517",0,36,87,17943,1,1
"GO:0007530",0,36,6,18024,1,1
"GO:0007596",0,36,182,17848,1,1
"GO:0007600",0,36,12,18018,1,1
"GO:0007601",1,35,197,17833,0.327745497121271,1
"GO:0007605",0,36,132,17898,1,1
"GO:0007606",0,36,9,18021,1,1
"GO:0007608",0,36,154,17876,1,1
"GO:0007610",0,36,5,18025,1,1
"GO:0007623",1,35,73,17957,0.137487607503352,1
"GO:0008009",0,36,48,17982,1,1
"GO:0008015",0,36,43,17987,1,1
"GO:0008017",0,36,204,17826,1,1
"GO:0008037",0,36,22,18008,1,1
"GO:0008047",0,36,47,17983,1,1
"GO:0008066",0,36,11,18019,1,1
"GO:0008081",0,36,8,18022,1,1
"GO:0008083",0,36,162,17868,1,1
"GO:0008092",0,36,48,17982,1,1
"GO:0008104",0,36,55,17975,1,1
"GO:0008105",0,36,4,18026,1,1
"GO:0008135",0,36,27,18003,1,1
"GO:0008143",0,36,12,18018,1,1
"GO:0008150",1,35,642,17388,1,1
"GO:0008152",0,36,42,17988,1,1
"GO:0008168",0,36,49,17981,1,1
"GO:0008173",0,36,11,18019,1,1
"GO:0008191",0,36,15,18015,1,1
"GO:0008202",0,36,39,17991,1,1
"GO:0008203",1,35,64,17966,0.121803346191996,1
"GO:0008206",1,35,16,18014,0.0333556379983864,1
"GO:0008219",0,36,37,17993,1,1
"GO:0008233",0,36,70,17960,1,1
"GO:0008234",0,36,29,18001,1,1
"GO:0008236",0,36,60,17970,1,1
"GO:0008237",0,36,59,17971,1,1
"GO:0008283",1,35,355,17675,0.51187488633345,1
"GO:0008289",0,36,135,17895,1,1
"GO:0008324",0,36,5,18025,1,1
"GO:0008380",0,36,155,17875,1,1
"GO:0008483",0,36,5,18025,1,1
"GO:0008643",0,36,18,18012,1,1
"GO:0008652",0,36,24,18006,1,1
"GO:0009008",0,36,4,18026,1,1
"GO:0009055",0,36,87,17943,1,1
"GO:0009056",0,36,7,18023,1,1
"GO:0009058",0,36,12,18018,1,1
"GO:0009063",0,36,2,18028,1,1
"GO:0009187",0,36,3,18027,1,1
"GO:0009299",0,36,5,18025,1,1
"GO:0009566",0,36,37,17993,1,1
"GO:0009605",0,36,4,18026,1,1
"GO:0009607",0,36,11,18019,1,1
"GO:0009628",0,36,2,18028,1,1
"GO:0009636",0,36,82,17948,1,1
"GO:0009653",0,36,90,17940,1,1
"GO:0009790",0,36,38,17992,1,1
"GO:0009948",0,36,17,18013,1,1
"GO:0009950",0,36,12,18018,1,1
"GO:0009987",0,36,5,18025,1,1
"GO:0015031",0,36,363,17667,1,1
"GO:0015078",0,36,14,18016,1,1
"GO:0015171",0,36,42,17988,1,1
"GO:0015276",0,36,34,17996,1,1
"GO:0015459",0,36,38,17992,1,1
"GO:0015464",0,36,16,18014,1,1
"GO:0015629",1,35,213,17817,0.349100984136965,1
"GO:0015926",0,36,1,18029,1,1
"GO:0015931",0,36,1,18029,1,1
"GO:0016020",2,34,1907,16123,0.582303788082064,1
"GO:0016021",6,30,3620,14410,0.834653140525534,1
"GO:0016023",0,36,134,17896,1,1
"GO:0016032",1,35,292,17738,0.445240871158464,1
"GO:0016049",0,36,54,17976,1,1
"GO:0016070",0,36,8,18022,1,1
"GO:0016072",0,36,1,18029,1,1
"GO:0016079",0,36,16,18014,1,1
"GO:0016160",0,36,1,18029,1,1
"GO:0016192",0,36,97,17933,1,1
"GO:0016209",0,36,17,18013,1,1
"GO:0016247",0,36,8,18022,1,1
"GO:0016298",0,36,4,18026,1,1
"GO:0016301",0,36,75,17955,1,1
"GO:0016337",0,36,95,17935,1,1
"GO:0016407",1,35,11,18019,0.0236591047522158,1
"GO:0016462",0,36,5,18025,1,1
"GO:0016491",0,36,90,17940,1,1
"GO:0016740",0,36,23,18007,1,1
"GO:0016746",0,36,16,18014,1,1
"GO:0016757",0,36,11,18019,1,1
"GO:0016779",0,36,12,18018,1,1
"GO:0016787",0,36,86,17944,1,1
"GO:0016788",0,36,10,18020,1,1
"GO:0016791",0,36,31,17999,1,1
"GO:0016799",0,36,2,18028,1,1
"GO:0016829",0,36,14,18016,1,1
"GO:0016831",0,36,8,18022,1,1
"GO:0016836",0,36,2,18028,1,1
"GO:0016853",0,36,7,18023,1,1
"GO:0016854",0,36,1,18029,1,1
"GO:0016866",0,36,1,18029,1,1
"GO:0016874",2,34,227,17803,0.0760880636496396,1
"GO:0016917",0,36,1,18029,1,1
"GO:0017080",0,36,30,18000,1,1
"GO:0017081",0,36,9,18021,1,1
"GO:0019104",0,36,9,18021,1,1
"GO:0019200",0,36,1,18029,1,1
"GO:0019201",0,36,1,18029,1,1
"GO:0019207",0,36,2,18028,1,1
"GO:0019208",0,36,7,18023,1,1
"GO:0019209",0,36,7,18023,1,1
"GO:0019210",0,36,4,18026,1,1
"GO:0019211",0,36,3,18027,1,1
"GO:0019212",0,36,5,18025,1,1
"GO:0019213",0,36,8,18022,1,1
"GO:0019215",0,36,9,18021,1,1
"GO:0019221",0,36,124,17906,1,1
"GO:0019227",0,36,7,18023,1,1
"GO:0019229",0,36,18,18012,1,1
"GO:0019233",0,36,52,17978,1,1
"GO:0019236",0,36,8,18022,1,1
"GO:0019237",0,36,7,18023,1,1
"GO:0019239",0,36,5,18025,1,1
"GO:0019538",0,36,4,18026,1,1
"GO:0019722",1,35,44,17986,0.0859502372853684,1
"GO:0019724",0,36,3,18027,1,1
"GO:0019740",0,36,5,18025,1,1
"GO:0019763",0,36,1,18029,1,1
"GO:0019825",0,36,44,17986,1,1
"GO:0019882",0,36,36,17994,1,1
"GO:0019911",0,36,5,18025,1,1
"GO:0022602",0,36,4,18026,1,1
"GO:0022857",0,36,24,18006,1,1
"GO:0022904",0,36,13,18017,1,1
"GO:0030054",2,34,448,17582,0.225766092537015,1
"GO:0030097",1,35,52,17978,0.100459061460838,1
"GO:0030101",0,36,19,18011,1,1
"GO:0030120",0,36,2,18028,1,1
"GO:0030154",1,35,440,17590,0.589572108412688,1
"GO:0030234",0,36,16,18014,1,1
"GO:0030246",1,35,180,17850,0.30430910617849,1
"GO:0030313",0,36,1,18029,1,1
"GO:0030337",0,36,2,18028,1,1
"GO:0030380",0,36,1,18029,1,1
"GO:0030414",0,36,11,18019,1,1
"GO:0030424",2,34,214,17816,0.0687599454961056,1
"GO:0030425",2,34,328,17702,0.139986713702576,1
"GO:0030529",0,36,116,17914,1,1
"GO:0030546",0,36,4,18026,1,1
"GO:0030547",0,36,1,18029,1,1
"GO:0030879",0,36,21,18009,1,1
"GO:0031012",0,36,276,17754,1,1
"GO:0031124",0,36,48,17982,1,1
"GO:0031201",0,36,51,17979,1,1
"GO:0031386",0,36,8,18022,1,1
"GO:0031497",0,36,7,18023,1,1
"GO:0031594",0,36,54,17976,1,1
"GO:0032393",0,36,5,18025,1,1
"GO:0032394",0,36,2,18028,1,1
"GO:0032395",0,36,10,18020,1,1
"GO:0032502",0,36,17,18013,1,1
"GO:0032543",0,36,32,17998,1,1
"GO:0032791",0,36,1,18029,1,1
"GO:0032991",0,36,3,18027,1,1
"GO:0032993",0,36,24,18006,1,1
"GO:0034341",0,36,23,18007,1,1
"GO:0035556",1,35,351,17679,0.507886255238234,1
"GO:0040007",0,36,27,18003,1,1
"GO:0040011",0,36,8,18022,1,1
"GO:0040029",0,36,13,18017,1,1
"GO:0042116",0,36,10,18020,1,1
"GO:0042175",0,36,2,18028,1,1
"GO:0042558",0,36,1,18029,1,1
"GO:0042592",1,35,11,18019,0.0236591047522158,1
"GO:0042626",0,36,33,17997,1,1
"GO:0042734",0,36,59,17971,1,1
"GO:0042742",0,36,133,17897,1,1
"GO:0042995",0,36,68,17962,1,1
"GO:0043005",0,36,229,17801,1,1
"GO:0043025",0,36,301,17729,1,1
"GO:0043066",0,36,435,17595,1,1
"GO:0043234",1,35,363,17667,0.51975807729187,1
"GO:0045111",1,35,51,17979,0.0986577780151042,1
"GO:0045177",0,36,70,17960,1,1
"GO:0045178",0,36,13,18017,1,1
"GO:0045182",0,36,6,18024,1,1
"GO:0045202",1,35,165,17865,0.282971745915939,1
"GO:0045211",2,34,205,17825,0.0638355803674612,1
"GO:0045298",0,36,3,18027,1,1
"GO:0046933",0,36,15,18015,1,1
"GO:0048511",1,35,52,17978,0.100459061460838,1
"GO:0048512",0,36,6,18024,1,1
"GO:0048731",0,36,2,18028,1,1
"GO:0050790",0,36,55,17975,1,1
"GO:0050828",0,36,1,18029,1,1
"GO:0050877",0,36,8,18022,1,1
"GO:0050896",1,35,61,17969,0.116513904180817,1
"GO:0050909",0,36,16,18014,1,1
"GO:0051090",1,35,25,18005,0.0505739857508704,1
"GO:0051098",0,36,4,18026,1,1
"GO:0051169",0,36,4,18026,1,1
"GO:0051180",0,36,5,18025,1,1
"GO:0051726",0,36,111,17919,1,1
"GO:0000229",NA,NA,NA,NA,NA,NA
"GO:0000990",NA,NA,NA,NA,NA,NA
"GO:0000995",NA,NA,NA,NA,NA,NA
"GO:0001007",NA,NA,NA,NA,NA,NA
"GO:0001082",NA,NA,NA,NA,NA,NA
"GO:0001167",NA,NA,NA,NA,NA,NA
"GO:0001906",NA,NA,NA,NA,NA,NA
"GO:0002447",NA,NA,NA,NA,NA,NA
"GO:0002560",NA,NA,NA,NA,NA,NA
"GO:0003008",NA,NA,NA,NA,NA,NA
"GO:0004529",NA,NA,NA,NA,NA,NA
"GO:0004812",NA,NA,NA,NA,NA,NA
"GO:0005165",NA,NA,NA,NA,NA,NA
"GO:0005488",NA,NA,NA,NA,NA,NA
"GO:0006109",NA,NA,NA,NA,NA,NA
"GO:0006732",NA,NA,NA,NA,NA,NA
"GO:0006858",NA,NA,NA,NA,NA,NA
"GO:0009110",NA,NA,NA,NA,NA,NA
"GO:0009111",NA,NA,NA,NA,NA,NA
"GO:0009295",NA,NA,NA,NA,NA,NA
"GO:0009719",NA,NA,NA,NA,NA,NA
"GO:0015144",NA,NA,NA,NA,NA,NA
"GO:0015925",NA,NA,NA,NA,NA,NA
"GO:0016043",NA,NA,NA,NA,NA,NA
"GO:0016832",NA,NA,NA,NA,NA,NA
"GO:0019199",NA,NA,NA,NA,NA,NA
"GO:0019202",NA,NA,NA,NA,NA,NA
"GO:0019203",NA,NA,NA,NA,NA,NA
"GO:0019219",NA,NA,NA,NA,NA,NA
"GO:0019220",NA,NA,NA,NA,NA,NA
"GO:0019748",NA,NA,NA,NA,NA,NA
"GO:0019814",NA,NA,NA,NA,NA,NA
"GO:0022610",NA,NA,NA,NA,NA,NA
"GO:0030312",NA,NA,NA,NA,NA,NA
"GO:0030545",NA,NA,NA,NA,NA,NA
"GO:0032501",NA,NA,NA,NA,NA,NA
"GO:0032989",NA,NA,NA,NA,NA,NA
"GO:0042611",NA,NA,NA,NA,NA,NA
"GO:0043226",NA,NA,NA,NA,NA,NA
"GO:0043574",NA,NA,NA,NA,NA,NA
"GO:0043855",NA,NA,NA,NA,NA,NA
"GO:0044085",NA,NA,NA,NA,NA,NA
"GO:0044238",NA,NA,NA,NA,NA,NA
"GO:0044464",NA,NA,NA,NA,NA,NA
"GO:0044706",NA,NA,NA,NA,NA,NA
"GO:0044707",NA,NA,NA,NA,NA,NA
"GO:0045259",NA,NA,NA,NA,NA,NA
"GO:0050789",NA,NA,NA,NA,NA,NA
"GO:0051179",NA,NA,NA,NA,NA,NA
"GO:0051189",NA,NA,NA,NA,NA,NA
"GO:0065007",NA,NA,NA,NA,NA,NA
"GO:0065009",NA,NA,NA,NA,NA,NA
"GO:0070271",NA,NA,NA,NA,NA,NA
"GO:0071840",NA,NA,NA,NA,NA,NA
