"","GeneinGenome","GenenotinGO","GennomeinGO","GenomenotinGO","Fisher","FDR"
"GO:0003684",2,307,60,18562,0.268677509587857,0.949279419823816
"GO:0004529",1,308,17,18605,0.25648193494408,0.949279419823816
"GO:0005085",2,307,306,18316,0.251078035288383,0.949279419823816
"GO:0005200",3,306,107,18515,0.267531951437271,0.949279419823816
"GO:0005216",10,299,421,18201,0.244999708036777,0.949279419823816
"GO:0005635",10,299,420,18202,0.244144893517211,0.949279419823816
"GO:0005739",33,276,1634,16988,0.264314691544534,0.949279419823816
"GO:0006412",14,295,637,17985,0.269658564522363,0.949279419823816
"GO:0006897",14,295,625,17997,0.262869230913892,0.949279419823816
"GO:0006936",8,301,319,18303,0.26268212079014,0.949279419823816
"GO:0007292",3,306,105,18517,0.258720477022706,0.949279419823816
"GO:0008168",1,308,209,18413,0.270206876054719,0.949279419823816
"GO:0016407",3,306,102,18520,0.245581061998694,0.949279419823816
"GO:0019219",58,251,4018,14604,0.264032341364334,0.949279419823816
"GO:0019229",2,307,58,18564,0.256550168463543,0.949279419823816
"GO:0019748",2,307,57,18565,0.250489335865245,0.949279419823816
"GO:0043574",1,308,18,18604,0.268629509739314,0.949279419823816
"GO:0008017",1,308,214,18408,0.272100158832624,0.949682907298179
"GO:0016049",11,298,481,18141,0.275991769807882,0.957010422580578
"GO:0001076",4,305,137,18485,0.296602096816809,0.960016173532817
"GO:0003724",2,307,67,18555,0.311016475695089,0.960016173532817
"GO:0003756",1,308,21,18601,0.303898019498236,0.960016173532817
"GO:0004714",2,307,64,18558,0.292909464274598,0.960016173532817
"GO:0005198",16,293,743,17879,0.303082998327469,0.960016173532817
"GO:0005764",5,304,530,18092,0.294364288374097,0.960016173532817
"GO:0006096",2,307,67,18555,0.311016475695089,0.960016173532817
"GO:0006206",1,308,19,18603,0.280579249665846,0.960016173532817
"GO:0006351",53,256,3683,14939,0.279587502052847,0.960016173532817
"GO:0006633",4,305,139,18483,0.300154009762133,0.960016173532817
"GO:0006644",9,300,386,18236,0.309730811074496,0.960016173532817
"GO:0006909",6,303,238,18384,0.299433915348992,0.960016173532817
"GO:0007600",11,298,946,17676,0.292894226834279,0.960016173532817
"GO:0007605",4,305,141,18481,0.30387460458401,0.960016173532817
"GO:0008152",189,120,10817,7805,0.29547474041088,0.960016173532817
"GO:0009299",1,308,20,18602,0.292334366362649,0.960016173532817
"GO:0015276",4,305,143,18479,0.307757090877187,0.960016173532817
"GO:0016023",24,285,1158,17464,0.284106595118405,0.960016173532817
"GO:0030529",16,293,743,17879,0.303082998327469,0.960016173532817
"GO:0016799",1,308,22,18600,0.315273317608926,0.962034009160952
"GO:0016917",1,308,22,18600,0.315273317608926,0.962034009160952
"GO:0006817",1,308,23,18599,0.326463318923652,0.978361379850392
"GO:0016853",4,305,151,18471,0.324774192664685,0.978361379850392
"GO:0030424",9,300,401,18221,0.32354624763683,0.978361379850392
"GO:0040029",6,303,256,18366,0.327952597365581,0.978361379850392
"GO:0007389",4,305,433,18189,0.335150607172971,0.994280134613146
"GO:0000003",25,284,1315,17307,0.501002385020245,1
"GO:0000165",15,294,851,17771,0.783033214287888,1
"GO:0000166",41,268,2330,16292,0.665108731426992,1
"GO:0000228",11,298,530,18092,0.391691291706763,1
"GO:0000229",0,309,2,18620,1,1
"GO:0000375",4,305,299,18323,1,1
"GO:0000398",4,305,295,18327,1,1
"GO:0000910",3,306,135,18487,0.494454125676273,1
"GO:0000981",14,295,647,17975,0.344914286420614,1
"GO:0000988",11,298,588,18034,0.622861545358979,1
"GO:0000989",11,298,584,18038,0.620923179852032,1
"GO:0000990",0,309,2,18620,1,1
"GO:0000991",0,309,1,18621,1,1
"GO:0000995",0,309,1,18621,1,1
"GO:0001007",0,309,1,18621,1,1
"GO:0001070",0,309,1,18621,1,1
"GO:0001071",17,292,1210,17412,0.560320405403266,1
"GO:0001082",0,309,1,18621,1,1
"GO:0001167",0,309,1,18621,1,1
"GO:0001501",8,301,483,18139,1,1
"GO:0001525",9,300,411,18211,0.430605672388016,1
"GO:0001816",12,297,613,18009,0.519830286086663,1
"GO:0001906",0,309,105,18517,0.422369696575807,1
"GO:0002446",0,309,25,18597,1,1
"GO:0002447",0,309,6,18616,1,1
"GO:0002504",1,308,97,18525,1,1
"GO:0002560",0,309,1,18621,1,1
"GO:0003008",36,273,1962,16660,0.513402359933227,1
"GO:0003677",41,268,2489,16133,1,1
"GO:0003678",0,309,50,18572,1,1
"GO:0003682",10,299,474,18148,0.462889000699394,1
"GO:0003688",0,309,10,18612,1,1
"GO:0003690",12,297,777,17845,1,1
"GO:0003697",2,307,94,18528,0.671490082400081,1
"GO:0003700",17,292,1209,17413,0.560295124836835,1
"GO:0003712",11,298,533,18089,0.488536793994211,1
"GO:0003729",3,306,165,18457,0.75613683447187,1
"GO:0003746",0,309,19,18603,1,1
"GO:0003747",0,309,7,18615,1,1
"GO:0003774",1,308,131,18491,0.727956291383466,1
"GO:0003777",0,309,77,18545,0.639632900479503,1
"GO:0003779",7,302,390,18232,0.839616463547078,1
"GO:0003823",2,307,112,18510,0.710109486108386,1
"GO:0003887",1,308,28,18594,0.37973749121838,1
"GO:0003896",0,309,4,18618,1,1
"GO:0003899",0,309,42,18580,1,1
"GO:0003909",0,309,7,18615,1,1
"GO:0003916",0,309,7,18615,1,1
"GO:0003924",4,305,230,18392,0.794461028969558,1
"GO:0003964",0,309,14,18608,1,1
"GO:0004016",0,309,10,18612,1,1
"GO:0004190",0,309,25,18597,1,1
"GO:0004383",0,309,8,18614,1,1
"GO:0004386",3,306,150,18472,0.741131175291819,1
"GO:0004518",4,305,204,18418,0.585410724542092,1
"GO:0004520",0,309,51,18571,1,1
"GO:0004521",1,308,57,18565,0.61555877798029,1
"GO:0004532",0,309,31,18591,1,1
"GO:0004620",2,307,96,18526,0.675524508800091,1
"GO:0004645",0,309,6,18616,1,1
"GO:0004672",10,299,632,17990,1,1
"GO:0004675",0,309,16,18606,1,1
"GO:0004721",3,306,175,18447,0.767806840855733,1
"GO:0004801",0,309,1,18621,1,1
"GO:0004802",0,309,3,18619,1,1
"GO:0004812",0,309,41,18581,1,1
"GO:0004857",8,301,374,18248,0.413666474406522,1
"GO:0004867",0,309,95,18527,0.411307160925896,1
"GO:0004869",1,308,56,18566,0.609160052550498,1
"GO:0004871",24,285,1721,16901,0.427709585567172,1
"GO:0004872",30,279,1643,16979,0.545221995412497,1
"GO:0004896",2,307,89,18533,0.661845235416368,1
"GO:0005024",0,309,9,18613,1,1
"GO:0005125",5,304,220,18402,0.421780141919837,1
"GO:0005126",6,303,268,18354,0.463273372842006,1
"GO:0005132",0,309,17,18605,1,1
"GO:0005133",0,309,1,18621,1,1
"GO:0005134",0,309,5,18617,1,1
"GO:0005135",0,309,2,18620,1,1
"GO:0005136",0,309,2,18620,1,1
"GO:0005137",0,309,2,18620,1,1
"GO:0005138",0,309,7,18615,1,1
"GO:0005139",0,309,1,18621,1,1
"GO:0005140",0,309,1,18621,1,1
"GO:0005141",0,309,1,18621,1,1
"GO:0005142",0,309,1,18621,1,1
"GO:0005143",0,309,5,18617,1,1
"GO:0005144",0,309,1,18621,1,1
"GO:0005160",0,309,50,18572,1,1
"GO:0005179",2,307,119,18503,0.725883959775453,1
"GO:0005184",1,308,31,18591,0.409663661665006,1
"GO:0005201",0,309,77,18545,0.639632900479503,1
"GO:0005243",0,309,16,18606,1,1
"GO:0005246",1,308,36,18586,0.456376126587725,1
"GO:0005248",0,309,20,18602,1,1
"GO:0005253",2,307,92,18530,0.667551022123903,1
"GO:0005319",3,306,110,18512,0.435673913803955,1
"GO:0005326",1,308,25,18597,0.348299417400174,1
"GO:0005484",0,309,38,18584,1,1
"GO:0005509",10,299,692,17930,0.762564534917157,1
"GO:0005516",3,306,188,18434,1,1
"GO:0005544",0,309,45,18577,1,1
"GO:0005575",300,9,17942,680,0.64435934080795,1
"GO:0005578",6,303,356,18266,0.834945504496662,1
"GO:0005615",24,285,1381,17241,0.826377365562108,1
"GO:0005618",0,309,2,18620,1,1
"GO:0005694",17,292,906,17716,0.592962762200267,1
"GO:0005777",2,307,128,18494,1,1
"GO:0005794",27,282,1439,17183,0.518697553620823,1
"GO:0005815",12,297,629,17993,0.63201099089351,1
"GO:0005834",0,309,31,18591,1,1
"GO:0005856",38,271,2009,16613,0.405181493529205,1
"GO:0005874",7,302,394,18228,0.840481456783968,1
"GO:0005886",86,223,5014,13608,0.746521178517371,1
"GO:0005902",1,308,73,18549,1,1
"GO:0005905",0,309,69,18553,0.631603317324012,1
"GO:0005921",0,309,30,18592,1,1
"GO:0005923",1,308,111,18511,1,1
"GO:0005975",11,298,550,18072,0.496881171790299,1
"GO:0005976",2,307,106,18516,0.69678587984994,1
"GO:0005977",1,308,76,18546,1,1
"GO:0005984",0,309,10,18612,1,1
"GO:0005996",5,304,247,18375,0.611205514719055,1
"GO:0006094",2,307,79,18543,0.382156940384693,1
"GO:0006098",0,309,18,18604,1,1
"GO:0006099",0,309,28,18594,1,1
"GO:0006109",1,308,146,18476,0.736269467475913,1
"GO:0006139",94,215,5646,12976,1,1
"GO:0006144",0,309,19,18603,1,1
"GO:0006259",16,293,962,17660,1,1
"GO:0006260",3,306,287,18335,0.636767347084434,1
"GO:0006281",9,300,511,18111,0.859580305384263,1
"GO:0006308",1,308,32,18590,0.419315702965895,1
"GO:0006310",5,304,259,18363,0.62404885276147,1
"GO:0006338",2,307,158,18464,1,1
"GO:0006357",32,277,1794,16828,0.627828995859839,1
"GO:0006366",36,273,1986,16636,0.577034407257721,1
"GO:0006368",2,307,95,18527,0.673496032094921,1
"GO:0006369",1,308,62,18560,1,1
"GO:0006370",0,309,33,18589,1,1
"GO:0006378",1,308,39,18583,0.482615591180145,1
"GO:0006397",6,303,466,18156,0.711500996566299,1
"GO:0006399",2,307,179,18443,1,1
"GO:0006401",4,305,241,18381,1,1
"GO:0006403",3,306,202,18420,1,1
"GO:0006417",5,304,335,18287,1,1
"GO:0006418",0,309,47,18575,1,1
"GO:0006457",5,304,222,18400,0.425178916527264,1
"GO:0006464",65,244,3738,14884,0.667756378908252,1
"GO:0006468",34,275,1822,16800,0.441471470299119,1
"GO:0006471",0,309,22,18600,1,1
"GO:0006486",4,305,271,18351,1,1
"GO:0006497",0,309,83,18539,0.648109713844166,1
"GO:0006508",27,282,1625,16997,1,1
"GO:0006520",3,306,289,18333,0.637458188845315,1
"GO:0006521",1,308,54,18568,0.59604239222034,1
"GO:0006605",14,295,677,17945,0.360060307665272,1
"GO:0006636",1,308,58,18564,0.621853078706411,1
"GO:0006637",1,308,92,18530,1,1
"GO:0006732",4,305,299,18323,1,1
"GO:0006766",1,308,131,18491,0.727956291383466,1
"GO:0006790",7,302,355,18267,0.533450157030291,1
"GO:0006807",117,192,6776,11846,0.592113982225977,1
"GO:0006809",1,308,63,18559,1,1
"GO:0006839",5,304,268,18354,0.806772093060426,1
"GO:0006858",0,309,1,18621,1,1
"GO:0006886",19,290,1011,17611,0.52810984805139,1
"GO:0006887",5,304,389,18233,0.839031228585986,1
"GO:0006898",4,305,286,18336,1,1
"GO:0006907",0,309,19,18603,1,1
"GO:0006928",33,276,1741,16881,0.430332787308317,1
"GO:0006956",0,309,85,18537,0.65131228837146,1
"GO:0006968",0,309,60,18562,1,1
"GO:0007010",22,287,1099,17523,0.39316421189464,1
"GO:0007028",0,309,10,18612,1,1
"GO:0007041",0,309,77,18545,0.639632900479503,1
"GO:0007049",30,279,1663,16959,0.615125858243477,1
"GO:0007059",4,305,318,18304,0.82286876596882,1
"GO:0007067",8,301,429,18193,0.700287426873331,1
"GO:0007126",2,307,169,18453,1,1
"GO:0007154",103,206,6089,12533,0.807079203540504,1
"GO:0007160",4,305,193,18429,0.566917363775397,1
"GO:0007165",91,218,5623,12999,0.802945236953354,1
"GO:0007178",4,305,307,18315,0.821763405148946,1
"GO:0007254",2,307,189,18433,0.773597486901174,1
"GO:0007259",4,305,164,18458,0.356688199603097,1
"GO:0007263",0,309,24,18598,1,1
"GO:0007267",26,283,1485,17137,0.750736748219046,1
"GO:0007269",3,306,134,18488,0.491755197720671,1
"GO:0007270",2,307,127,18495,1,1
"GO:0007274",0,309,29,18593,1,1
"GO:0007276",8,301,607,18015,0.627681628525077,1
"GO:0007283",5,304,487,18135,0.365502356694292,1
"GO:0007379",0,309,17,18605,1,1
"GO:0007398",0,309,21,18601,1,1
"GO:0007492",0,309,76,18546,0.638406290882705,1
"GO:0007498",1,308,126,18496,0.726651755190017,1
"GO:0007507",10,299,493,18129,0.474415014355392,1
"GO:0007530",0,309,23,18599,1,1
"GO:0007601",2,307,206,18416,0.778725705666081,1
"GO:0007623",4,305,190,18432,0.562267533345955,1
"GO:0008009",1,308,48,18574,0.553997657149478,1
"GO:0008037",1,308,149,18473,0.524320646361919,1
"GO:0008047",6,303,482,18140,0.58877604093193,1
"GO:0008066",0,309,27,18595,1,1
"GO:0008081",2,307,90,18532,0.663718218807147,1
"GO:0008083",3,306,162,18460,0.752861715509769,1
"GO:0008092",12,297,837,17785,0.780722366224504,1
"GO:0008105",0,309,18,18604,1,1
"GO:0008135",2,307,88,18534,0.660003182468802,1
"GO:0008143",0,309,12,18610,1,1
"GO:0008150",278,31,16672,1950,0.925249625531478,1
"GO:0008173",1,308,54,18568,0.59604239222034,1
"GO:0008206",1,308,43,18579,0.515648025941984,1
"GO:0008234",2,307,187,18435,0.773330762501815,1
"GO:0008236",3,306,236,18386,1,1
"GO:0008237",1,308,186,18436,0.379019128182539,1
"GO:0008380",5,304,393,18229,0.690744126122957,1
"GO:0008483",0,309,21,18601,1,1
"GO:0008652",1,308,64,18558,1,1
"GO:0009008",0,309,6,18616,1,1
"GO:0009055",3,306,114,18508,0.443544049749009,1
"GO:0009058",106,203,6167,12455,0.669900457475672,1
"GO:0009063",0,309,81,18541,0.645085172727008,1
"GO:0009110",0,309,22,18600,1,1
"GO:0009111",0,309,10,18612,1,1
"GO:0009187",2,307,183,18439,0.773031777906462,1
"GO:0009566",2,307,164,18458,1,1
"GO:0009605",37,272,1996,16626,0.458985099770321,1
"GO:0009607",17,292,839,17783,0.405337571078135,1
"GO:0009636",5,304,202,18420,0.395799710653042,1
"GO:0009653",41,268,2507,16115,1,1
"GO:0009790",13,296,935,17687,0.599612034113563,1
"GO:0009948",0,309,48,18574,1,1
"GO:0009950",0,309,21,18601,1,1
"GO:0009987",255,54,14950,3672,0.348847753769502,1
"GO:0015144",1,308,44,18578,0.523572246833811,1
"GO:0015459",1,308,45,18577,0.531367236547268,1
"GO:0015464",0,309,24,18598,1,1
"GO:0015629",7,302,451,18171,1,1
"GO:0015925",0,309,7,18615,1,1
"GO:0015931",3,306,203,18419,1,1
"GO:0016021",92,217,5329,13293,0.657189624225298,1
"GO:0016070",68,241,4546,14076,0.350074990680661,1
"GO:0016072",4,305,266,18356,1,1
"GO:0016079",1,308,77,18545,1,1
"GO:0016160",0,309,6,18616,1,1
"GO:0016192",20,289,1417,17205,0.516347535936319,1
"GO:0016209",2,307,77,18545,0.370489793496495,1
"GO:0016247",3,306,128,18494,0.476035499346878,1
"GO:0016298",3,306,120,18502,0.456625689537584,1
"GO:0016301",17,292,834,17788,0.403748665123319,1
"GO:0016337",13,296,710,17912,0.653696011107139,1
"GO:0016462",16,293,794,17828,0.395219616397377,1
"GO:0016746",5,304,252,18370,0.616270942714221,1
"GO:0016779",2,307,132,18490,1,1
"GO:0016787",42,267,2448,16174,0.799113190738168,1
"GO:0016788",11,298,733,17889,0.882499657515809,1
"GO:0016791",4,305,271,18351,1,1
"GO:0016829",3,306,170,18452,0.761840632610838,1
"GO:0016831",0,309,36,18586,1,1
"GO:0016836",1,308,49,18573,0.561296392661649,1
"GO:0016854",0,309,15,18607,1,1
"GO:0016866",1,308,26,18596,0.358951386721694,1
"GO:0017080",1,308,33,18589,0.428810435095408,1
"GO:0017081",0,309,17,18605,1,1
"GO:0019199",2,307,80,18542,0.387956079206979,1
"GO:0019200",0,309,20,18602,1,1
"GO:0019201",0,309,24,18598,1,1
"GO:0019202",0,309,1,18621,1,1
"GO:0019203",0,309,10,18612,1,1
"GO:0019207",4,305,187,18435,0.55781216419481,1
"GO:0019208",2,307,86,18536,0.656418071372397,1
"GO:0019209",1,308,67,18555,1,1
"GO:0019211",0,309,11,18611,1,1
"GO:0019212",1,308,38,18584,0.474012470999047,1
"GO:0019213",1,308,53,18569,0.589319918027971,1
"GO:0019215",0,309,14,18608,1,1
"GO:0019220",30,279,1578,17044,0.411264476909091,1
"GO:0019227",0,309,7,18615,1,1
"GO:0019233",2,307,91,18531,0.665620633816134,1
"GO:0019236",0,309,9,18613,1,1
"GO:0019237",0,309,7,18615,1,1
"GO:0019239",1,308,33,18589,0.428810435095408,1
"GO:0019538",88,221,5295,13327,1,1
"GO:0019722",2,307,146,18476,1,1
"GO:0019724",2,307,131,18491,1,1
"GO:0019740",0,309,9,18613,1,1
"GO:0019763",0,309,5,18617,1,1
"GO:0019814",0,309,26,18596,1,1
"GO:0019882",2,307,223,18399,0.592603604396869,1
"GO:0019911",0,309,5,18617,1,1
"GO:0030097",13,296,705,17917,0.651793014426292,1
"GO:0030120",0,309,46,18576,1,1
"GO:0030234",15,294,968,17654,0.897278449595917,1
"GO:0030312",0,309,10,18612,1,1
"GO:0030313",0,309,8,18614,1,1
"GO:0030337",0,309,2,18620,1,1
"GO:0030380",0,309,1,18621,1,1
"GO:0030414",2,307,178,18444,1,1
"GO:0030425",5,304,456,18166,0.456011074437458,1
"GO:0030545",0,309,44,18578,1,1
"GO:0030546",0,309,30,18592,1,1
"GO:0030547",0,309,13,18609,1,1
"GO:0030879",3,306,127,18495,0.473503770255385,1
"GO:0031012",11,298,523,18099,0.385902023684713,1
"GO:0031124",2,307,85,18537,0.654678221932938,1
"GO:0031201",0,309,53,18569,1,1
"GO:0031386",0,309,8,18614,1,1
"GO:0031497",3,306,160,18462,0.750746776171617,1
"GO:0031594",1,308,54,18568,0.59604239222034,1
"GO:0032393",0,309,9,18613,1,1
"GO:0032394",0,309,2,18620,1,1
"GO:0032395",0,309,10,18612,1,1
"GO:0032501",114,195,6828,11794,0.95256409171675,1
"GO:0032502",92,217,5709,12913,0.756226498499392,1
"GO:0032543",2,307,120,18502,1,1
"GO:0032791",0,309,1,18621,1,1
"GO:0032989",21,288,1179,17443,0.723428796913733,1
